news_headline,news_article,news_category,full_text,clean_text,sentiment_score,sentiment_category
"BCCI to conduct 2,127 matches in 2021-22 domestic season, announces schedule","BCCI has announced it will conduct 2,127 matches in 2021-22 domestic season across various age groups in the men's and women's category. The Ranji Trophy, which was cancelled last season due to the COVID-19 pandemic, will be played from November 16, 2021 to February 19, 2022. The season will commence on September 21 with Senior Women's One Day League.",sports,"BCCI to conduct 2,127 matches in 2021-22 domestic season, announces schedule. BCCI has announced it will conduct 2,127 matches in 2021-22 domestic season across various age groups in the men's and women's category. The Ranji Trophy, which was cancelled last season due to the COVID-19 pandemic, will be played from November 16, 2021 to February 19, 2022. The season will commence on September 21 with Senior Women's One Day League.",bcci conduct match domestic season announce schedule bcci announce conduct match domestic season across various age group men women category ranji trophy cancel last season due covid pandemic play november february season commence september senior women one day league,-0.025,negative
Wales fan raises ₹28 lakh for crying German girl mocked online after England's win,A fan from Wales started a fundraiser for the German girl who was mocked online by England fans after she was seen crying at Wembley during England's victory against Germany in Euro 2020 Round of 16. The man started the fundraiser to show her that not everyone in UK is horrible. Around ₹28 lakh has been raised so far.,sports,Wales fan raises ₹28 lakh for crying German girl mocked online after England's win. A fan from Wales started a fundraiser for the German girl who was mocked online by England fans after she was seen crying at Wembley during England's victory against Germany in Euro 2020 Round of 16. The man started the fundraiser to show her that not everyone in UK is horrible. Around ₹28 lakh has been raised so far.,wale fan raise lakh cry german girl mock online england win fan wale start fundraiser german girl mock online england fan see cry wembley england victory germany euro round man start fundraiser show not everyone uk horrible around lakh raise far,-0.05,negative
"Sushil Kumar seeks TV in Tihar jail, says 'want to remain updated on wrestling'","Two-time Olympic medallist Sushil Kumar, who is currently in Tihar jail for allegedly being involved in the murder of wrestler Sagar Dhankar, has asked prison authorities to provide him a television. ""He has sought a TV set to keep in touch with the current things happening outside the jail and to get updates about wrestling,"" DG (Tihar) Sandeep Goel said.",sports,"Sushil Kumar seeks TV in Tihar jail, says 'want to remain updated on wrestling'. Two-time Olympic medallist Sushil Kumar, who is currently in Tihar jail for allegedly being involved in the murder of wrestler Sagar Dhankar, has asked prison authorities to provide him a television. ""He has sought a TV set to keep in touch with the current things happening outside the jail and to get updates about wrestling,"" DG (Tihar) Sandeep Goel said.",sushil kumar seek tv tihar jail say want remain update wrestling two time olympic medallist sushil kumar currently tihar jail allegedly involve murder wrestl sagar dhankar ask prison authority provide television seek tv set keep touch current thing happen outside jail get update wrestling dg tihar sandeep goel say,-0.057,negative
Swimming cap made for Black athletes with natural hair banned from Olympics,"Swimming caps designed for Black athletes with natural hair created by a Black-owned brand has been banned from Olympics. International Swimming Federation said the caps did not fit ""the natural form of the head"". ""We believe that it confirms a lack of diversity in (the sport),"" Danielle Obe, the founding member of the Black Swimming Association said.",sports,"Swimming cap made for Black athletes with natural hair banned from Olympics. Swimming caps designed for Black athletes with natural hair created by a Black-owned brand has been banned from Olympics. International Swimming Federation said the caps did not fit ""the natural form of the head"". ""We believe that it confirms a lack of diversity in (the sport),"" Danielle Obe, the founding member of the Black Swimming Association said.",swimming cap make black athlete natural hair ban olympic swimming cap design black athlete natural hair create black brand ban olympic international swimming federation say cap not fit natural form head believe confirm lack diversity sport danielle obe found member black swimming association say,-0.063,negative
Messi scores 76th international goal as Argentina enter Copa semis,"Lionel Messi scored his 76th international goal as Argentina beat Ecuador 3-0 to progress to the semi-finals of Copa America. Messi is now only one shy of ex-Brazil footballer Pele for the South American goal-scoring record. Argentina will play Colombia, who beat Uruguay on penalties earlier in the day. Messi has scored four goals in the tournament till now.",sports,"Messi scores 76th international goal as Argentina enter Copa semis. Lionel Messi scored his 76th international goal as Argentina beat Ecuador 3-0 to progress to the semi-finals of Copa America. Messi is now only one shy of ex-Brazil footballer Pele for the South American goal-scoring record. Argentina will play Colombia, who beat Uruguay on penalties earlier in the day. Messi has scored four goals in the tournament till now.",messi score th international goal argentina enter copa semis lionel messi score th international goal argentina beat ecuador progress semi final copa america messi one shy ex brazil footballer pele south american goal scoring record argentina play colombia beat uruguay penalty early day messi score four goal tournament till,-0.067,negative
"Professional golfer Siller shot dead, 2 bodies found in pickup truck at golf course in US","Professional golfer Gene Siller was shot dead by a man who drove onto a golf course in US' Atlanta in a pickup truck. The police said that two other dead men were discovered in the bed of the pickup truck. One of the men has been identified as Paul Pierson, the registered owner of the truck. The suspect is absconding.",sports,"Professional golfer Siller shot dead, 2 bodies found in pickup truck at golf course in US. Professional golfer Gene Siller was shot dead by a man who drove onto a golf course in US' Atlanta in a pickup truck. The police said that two other dead men were discovered in the bed of the pickup truck. One of the men has been identified as Paul Pierson, the registered owner of the truck. The suspect is absconding.",professional golfer siller shoot dead body find pickup truck golf course professional golfer gene siller shoot dead man drive onto golf course atlanta pickup truck police say two dead man discover bed pickup truck one man identify paul pierson register owner truck suspect abscond,-0.08,negative
Indian Navy's Jabir 1st Indian man to qualify for 400m hurdles at Olympics,Indian Navy's athlete MP Jabir on Thursday became the first Indian male athlete to qualify for 400-metre hurdles at Olympics after qualifying through 'World Rankings' quota. The 25-year-old sailor is currently ranked 34th in World Athletics' 'Road to Olympics' rankings where 40 athletes qualify. Jabir is only the second Indian hurdler after ex-athlete PT Usha to qualify for Olympics. ,sports,Indian Navy's Jabir 1st Indian man to qualify for 400m hurdles at Olympics. Indian Navy's athlete MP Jabir on Thursday became the first Indian male athlete to qualify for 400-metre hurdles at Olympics after qualifying through 'World Rankings' quota. The 25-year-old sailor is currently ranked 34th in World Athletics' 'Road to Olympics' rankings where 40 athletes qualify. Jabir is only the second Indian hurdler after ex-athlete PT Usha to qualify for Olympics. ,indian navys jabir st indian man qualify hurdle olympic indian navys athlete mp jabir thursday become first indian male athlete qualify metre hurdle olympic qualify world ranking quota year old sailor currently rank th world athletic road olympic ranking athlete qualify jabir second indian hurdler ex athlete pt usha qualify olympic,-0.09,negative
They were secret codes for captain: Multan Sultans bowling coach Mahmood on 'cards',"Pakistan Super League (PSL) 2021 champions Multan Sultans' bowling coach Azhar Mahmood has said that the 'number cards' seen on chairs were secret codes for their captain Mohammad Rizwan and bowlers. ""It was advice for the skipper based upon our analysis using technology to say which bowler is the best match for which batsman and so on,"" he added.",sports,"They were secret codes for captain: Multan Sultans bowling coach Mahmood on 'cards'. Pakistan Super League (PSL) 2021 champions Multan Sultans' bowling coach Azhar Mahmood has said that the 'number cards' seen on chairs were secret codes for their captain Mohammad Rizwan and bowlers. ""It was advice for the skipper based upon our analysis using technology to say which bowler is the best match for which batsman and so on,"" he added.",secret code captain multan sultan bowl coach mahmood card pakistan super league psl champion multan sultan bowl coach azhar mahmood say number card see chair secret code captain mohammad rizwan bowler advice skipper base upon analysis use technology say bowler good match batsman add,-0.113,negative
"Bangladesh umpire Moniruzzaman quits due to Shakib, Mahmudullah's misbehaviour in DPL","Bangladesh umpire Moniruzzaman has quit umpiring due to senior players Shakib Al Hasan and Mahmudullah's misbehaviour in Dhaka Premier League (DPL). ""I've some self-respect and want to live with it...[Mahmudullah's behaviour] left me numb and...I decided not to carry on,"" he said. Shakib had uprooted stumps in one of the matches, while Mahmudullah laid down to protest an umpire's decision.",sports,"Bangladesh umpire Moniruzzaman quits due to Shakib, Mahmudullah's misbehaviour in DPL. Bangladesh umpire Moniruzzaman has quit umpiring due to senior players Shakib Al Hasan and Mahmudullah's misbehaviour in Dhaka Premier League (DPL). ""I've some self-respect and want to live with it...[Mahmudullah's behaviour] left me numb and...I decided not to carry on,"" he said. Shakib had uprooted stumps in one of the matches, while Mahmudullah laid down to protest an umpire's decision.",bangladesh umpire moniruzzaman quit due shakib mahmudullahs misbehaviour dpl bangladesh umpire moniruzzaman quit umpiring due senior player shakib al hasan mahmudullahs misbehaviour dhaka premier league dpl I self respect want live [ mahmudullahs behaviour ] leave I numb I decide not carry say shakib uproot stump one match mahmudullah lay protest umpire decision,-0.178,negative
"US sprinter, banned from Olympics 100m, says she took marijuana on knowing her mom died","US' 21-year-old sprinter Sha'Carri Richardson, who won't be able to compete in 100m race at Tokyo Olympics due to her one-month ban for marijuana use, said she used marijuana after learning about her biological mother's death from a reporter. ""I was definitely triggered and blinded by emotions, blinded by sadness, and hurting, and hiding hurt,"" she added.",sports,"US sprinter, banned from Olympics 100m, says she took marijuana on knowing her mom died. US' 21-year-old sprinter Sha'Carri Richardson, who won't be able to compete in 100m race at Tokyo Olympics due to her one-month ban for marijuana use, said she used marijuana after learning about her biological mother's death from a reporter. ""I was definitely triggered and blinded by emotions, blinded by sadness, and hurting, and hiding hurt,"" she added.",sprinter ban olympic say take marijuana know mom die year old sprinter shacarri richardson not able compete race tokyo olympic due one month ban marijuana use say use marijuana learn biological mother death reporter I definitely trigger blind emotion blind sadness hurt hiding hurt add,-0.212,negative
Dinesh Karthik apologises for 'Bats are like neighbour's wife' remark,"Dinesh Karthik has apologised for his 'Bats are like neighbour's wife, they always feel better' remark which he made while commentating in second England-Sri Lanka ODI. He said, ""I got a lot of stick from my mum and wife...for saying that. It's definitely not the right thing to say."" Karthik added, ""I'm really sorry for that...it shouldn't happen again.""",sports,"Dinesh Karthik apologises for 'Bats are like neighbour's wife' remark. Dinesh Karthik has apologised for his 'Bats are like neighbour's wife, they always feel better' remark which he made while commentating in second England-Sri Lanka ODI. He said, ""I got a lot of stick from my mum and wife...for saying that. It's definitely not the right thing to say."" Karthik added, ""I'm really sorry for that...it shouldn't happen again.""",dinesh karthik apologise bat like neighbour wife remark dinesh karthik apologise bat like neighbour wife always feel well remark make commentate second england sri lanka odi say I get lot stick mum wife say definitely not right thing say karthik add I really sorry not happen,-0.214,negative
De Bruyne reveals he played Euro 2020 quarters with torn ligaments,"Belgium midfielder Kevin De Bruyne has revealed he played with torn ankle ligaments in his side's quarter-final loss against Italy at Euro 2020 on Friday. ""It was a miracle that I played today because there was definitely damage to my ankle...But I felt a responsibility to play for my country today. Too bad I couldn't do more,"" De Bruyne added.",sports,"De Bruyne reveals he played Euro 2020 quarters with torn ligaments. Belgium midfielder Kevin De Bruyne has revealed he played with torn ankle ligaments in his side's quarter-final loss against Italy at Euro 2020 on Friday. ""It was a miracle that I played today because there was definitely damage to my ankle...But I felt a responsibility to play for my country today. Too bad I couldn't do more,"" De Bruyne added.",de bruyne reveal play euro quarter torn ligament belgium midfielder kevin de bruyne reveal play torn ankle ligament side quarter final loss italy euro friday miracle I play today definitely damage ankle I feel responsibility play country today bad I could not de bruyne add,-0.233,negative
2 West Indies Women cricketers collapse on ground within 10 minutes during T20I,"West Indies Women cricketers Chinelle Henry and Chedean Nation collapsed on the ground within 10 minutes during the second T20I against Pakistan Women. The duo had to be stretchered off the field after they fainted and the match had to be delayed. ""Such incidents are tragic and can shake the dressing rooms,"" Pakistan Women captain Javeria Khan said.",sports,"2 West Indies Women cricketers collapse on ground within 10 minutes during T20I. West Indies Women cricketers Chinelle Henry and Chedean Nation collapsed on the ground within 10 minutes during the second T20I against Pakistan Women. The duo had to be stretchered off the field after they fainted and the match had to be delayed. ""Such incidents are tragic and can shake the dressing rooms,"" Pakistan Women captain Javeria Khan said.",west indie woman cricketer collapse ground within minute ti west indie woman cricketer chinelle henry chedean nation collapse ground within minute second ti pakistan woman duo stretchere field faint match delay incident tragic shake dressing room pakistan woman captain javeria khan say,-0.25,negative
"Pic shows 'Sachin's son MS Dhoni' shortlisted for teacher's job, complaint lodged","A picture of a list of shortlisted candidates for interview for contractual teacher's post in Chhattisgarh's Raipur showed an applicant's name as 'MS Dhoni' and his father's name as 'Sachin Tendulkar'. When the 'candidate' didn't turn up for the scheduled interview on July 2, the panel members decided to lodge a police complaint suspecting the application was 'fake'.",sports,"Pic shows 'Sachin's son MS Dhoni' shortlisted for teacher's job, complaint lodged. A picture of a list of shortlisted candidates for interview for contractual teacher's post in Chhattisgarh's Raipur showed an applicant's name as 'MS Dhoni' and his father's name as 'Sachin Tendulkar'. When the 'candidate' didn't turn up for the scheduled interview on July 2, the panel members decided to lodge a police complaint suspecting the application was 'fake'.",pic show sachin son ms dhoni shortlist teacher job complaint lodge picture list shortlist candidate interview contractual teacher post chhattisgarh raipur show applicant name ms dhoni father name sachin tendulkar candidate not turn schedule interview july panel member decide lodge police complaint suspect application fake,-0.367,negative
We'll be vulnerable against emerging supergiant India: Aus Women coach,"The lack of match practice ahead of upcoming multi-format home series against ""emerging supergiant"" India Women will make the Australia Women's team ""vulnerable"", according to head coach Matthew Mott. ""India will be a tough opposition,"" said Mott. The two sides are slated to play three ODIs, three T20Is, and a one-off Test, from September 19 to October 11 in Australia.",sports,"We'll be vulnerable against emerging supergiant India: Aus Women coach. The lack of match practice ahead of upcoming multi-format home series against ""emerging supergiant"" India Women will make the Australia Women's team ""vulnerable"", according to head coach Matthew Mott. ""India will be a tough opposition,"" said Mott. The two sides are slated to play three ODIs, three T20Is, and a one-off Test, from September 19 to October 11 in Australia.",vulnerable emerge supergiant india aus woman coach lack match practice ahead upcoming multi format home series emerge supergiant india woman make australia women team vulnerable accord head coach matthew mott india tough opposition say mott two side slate play three odis three tis one test september october australia,-0.463,negative
